,Model,Brand,Fuel_type,Running_in_kms,Engine_disp,Gear_transmission,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,height,width,length,Weight,top_speed,Car_Price,Location,Car_age
3084,Swift,Maruti,Diesel,37278,1248,Manual,28.4,5,Grey,74,Disc,Drum,1530,1735,3840,1405,,630000,Delhi_NCR,3
3085,Alto 800,Maruti,Petrol,19551,796,Manual,24.7,5,White,47.3,Disc,Drum,1475,1515,3430,1185,140,352000,Delhi_NCR,2
3086,Baleno,Maruti,Diesel,65425,1248,Manual,27.39,5,Blue,74,Disc,Drum,1510,1745,3995,1430,170,530000,Delhi_NCR,6
3087,Wagon R Stingray,Maruti,Petrol,60783,998,Manual,20.51,5,Other,67.04,Ventilated Disc,Drum,1670,1475,3636,1350,150,334000,Delhi_NCR,8
3088,Alto 800,Maruti,Petrol,12501,796,Manual,24.7,5,White,47.3,Disc,Drum,1475,1490,3430,1185,140,344000,Delhi_NCR,3
3089,Swift Dzire,Maruti,Petrol,29404,1197,Manual,22,5,Red,81.8,Ventilated Disc,Drum,1515,1735,3995,1315,,575000,Delhi_NCR,3
3090,Ecosport,Ford,Diesel,81234,1498,Manual,23,5,Other,98.96,Ventilated Disc,Drum,1647,1765,3998,1690,,539000,Delhi_NCR,5
3091,Ignis,Maruti,Petrol,42527,1197,Automatic,20.89,5,Silver,81.8,Disc,Drum,1595,1690,3700,,,528000,Delhi_NCR,4
3092,Ignis,Maruti,Petrol,4878,1197,Manual,20.89,5,Blue,81.8,Disc,Drum,1595,1690,3700,,,505000,Delhi_NCR,3
3093,Ecosport,Ford,Diesel,103138,1498,Manual,21.7,5,Black,98.96,Ventilated Disc,Drum,1647,1765,3998,1690,,461000,Delhi_NCR,7
3094,Ecosport,Ford,Diesel,106698,1498,Manual,23,5,Other,98.96,Ventilated Disc,Drum,1647,1765,3998,1690,,622000,Delhi_NCR,5
3095,i20,Hyundai,Petrol,69356,1197,Manual,18.5,5,Red,80,Disc,Drum,1505,1710,3940,,,300000,Delhi_NCR,10
3096,Ciaz,Maruti,Petrol,24238,1373,Manual,20.73,5,Other,91.1,Ventilated Disc,Drum,1485,1730,4490,1490,190,690000,Delhi_NCR,4
3097,Baleno,Maruti,Diesel,51827,1248,Manual,27.39,5,Blue,74,Disc,Drum,1510,1745,3995,1430,170,551000,Delhi_NCR,5
3098,Vitara Brezza,Maruti,Diesel,82299,1248,Manual,24.3,5,Other,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,697000,Delhi_NCR,3
3099,Swift Dzire,Maruti,Diesel,67672,1248,Manual,23.4,5,Other,74,Ventilated Disc,Drum,1555,1695,3995,1505,,366000,Delhi_NCR,8
3100,Ecosport,Ford,Diesel,92288,1498,Manual,22.7,5,Silver,89.84,Ventilated Disc,Drum,1708,1765,3999,1740,182,512000,Delhi_NCR,6
3101,Grand i10,Hyundai,Diesel,87164,1120,Manual,24,5,Other,70,Disc,Drum,1520,1660,3765,,157,309000,Delhi_NCR,7
3102,Swift,Maruti,Diesel,33482,1248,Manual,28.4,5,Grey,74,Disc,Drum,1530,1735,3840,1405,,438000,Delhi_NCR,7
3103,Swift,Maruti,Petrol,40778,1197,Manual,22,5,Other,81.8,Disc,Drum,1530,1735,3840,1315,,566000,Delhi_NCR,3
3104,Ecosport,Ford,Diesel,85902,1498,Manual,21.7,5,White,98.96,Ventilated Disc,Drum,1647,1765,3998,1690,,586000,Delhi_NCR,5
3105,Baleno,Maruti,Petrol,61931,1197,Automatic,21.4,5,Silver,83.1,Disc,Drum,1510,1745,3995,1360,180,536000,Delhi_NCR,6
3106,i10,Hyundai,Petrol,41311,1197,Manual,20.36,5,Other,78.9,Ventilated Disc,Drum,1550,1595,3585,,,266000,Delhi_NCR,10
3107,Ciaz,Maruti,Diesel,69653,1248,Manual,28.09,5,Other,88.5,Ventilated Disc,Drum,1485,1730,4490,1595,190,622000,Delhi_NCR,5
3108,Grand i10,Hyundai,Petrol,11049,1197,Manual,17,5,Other,81.86,Disc,Drum,1520,1660,3765,,165,444000,Delhi_NCR,2
3109,i20,Hyundai,Petrol,100799,1197,Manual,18.6,5,White,81.83,Disc,Drum,1505,1734,3985,,170,480000,Delhi_NCR,6
3110,Ecosport,Ford,Diesel,80869,1498,Manual,23,5,White,98.96,Ventilated Disc,Drum,1647,1765,3998,1690,,740000,Delhi_NCR,3
3111,Swift,Maruti,Diesel,56585,1248,Automatic,28.4,5,Other,74,Disc,Drum,1530,1735,3840,1405,172,711000,Delhi_NCR,3
3112,Grand i10,Hyundai,Diesel,56200,1120,Manual,24,5,Silver,70,Disc,Drum,1520,1660,3765,,157,370000,Delhi_NCR,6
3113,i10,Hyundai,Petrol,43306,1197,Manual,20.36,5,Other,78.9,Ventilated Disc,Drum,1550,1595,3585,,,258000,Delhi_NCR,9
3114,Baleno,Maruti,Diesel,61759,1248,Manual,27.39,5,White,74,Disc,Drum,1510,1745,3995,1430,170,564000,Delhi_NCR,3
3115,i10,Hyundai,Petrol,75789,1197,Manual,20.36,5,Red,78.9,Ventilated Disc,Drum,1550,1595,3585,,,236000,Delhi_NCR,10
3116,KWID,Renault,Petrol,55596,799,Manual,25.17,5,Red,53.3,Disc,Drum,1478,1579,3679,,135,210000,Delhi_NCR,6
3117,Swift,Maruti,Petrol,20518,1197,Manual,20.4,5,White,81.8,Ventilated Disc,Drum,1530,1735,3840,1315,165,385000,Delhi_NCR,6
3118,Vitara Brezza,Maruti,Diesel,82513,1248,Manual,24.3,5,Other,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,731000,Delhi_NCR,4
3119,Swift,Maruti,Petrol,64679,1197,Manual,22,5,White,81.8,Disc,Drum,1530,1735,3840,1315,,401000,Delhi_NCR,6
3120,Ecosport,Ford,Diesel,87208,1498,Manual,23,5,White,98.96,Ventilated Disc,Drum,1647,1765,3998,1690,,539000,Delhi_NCR,6
3121,Swift,Maruti,Petrol,49881,1197,Manual,20.4,5,Other,81.8,Ventilated Disc,Drum,1530,1735,3840,1315,165,428000,Delhi_NCR,5
3122,i20,Hyundai,Petrol,4326,,Automatic,,,,,,,,,,,,1099000,Delhi_NCR,1
3123,Celerio,Maruti,Petrol,10977,998,Manual,21.63,5,Grey,67.05,Ventilated Disc,Drum,1560,1600,3695,1250,,445000,Delhi_NCR,2
3124,Alto K10,Maruti,Petrol,62877,998,Manual,20.92,5,Silver,67.1,Ventilated Disc,Drum,1460,1475,3620,1185,,208000,Delhi_NCR,9
3125,Vitara Brezza,Maruti,Diesel,42622,1248,Manual,24.3,5,Other,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,850000,Delhi_NCR,3
3126,Grand i10,Hyundai,Petrol,90992,1197,Manual,20.36,5,Other,78.9,Ventilated Disc,Drum,1550,1595,3565,,,238000,Delhi_NCR,12
3127,Ecosport,Ford,Diesel,86059,1498,Manual,22.7,5,Black,89.84,Ventilated Disc,Drum,1708,1765,3999,1740,182,548000,Delhi_NCR,6
3128,Swift,Maruti,Diesel,82325,1248,Manual,22.9,5,Other,74,Ventilated Disc,Drum,1530,1695,3850,1505,158,349000,Delhi_NCR,9
3129,WR-V,Honda,Diesel,70044,1498,Manual,23.7,5,Other,97.89,Ventilated Disc,Drum,1601,1734,3999,,,643000,Delhi_NCR,4
3130,Swift,Maruti,Diesel,84804,1248,Manual,22.9,5,Other,74,Ventilated Disc,Drum,1530,1695,3850,1505,158,387000,Delhi_NCR,7
3131,Brio,Honda,Petrol,42308,1198,Manual,19.4,5,Other,86.8,Disc,Drum,1500,1680,3610,,,277000,Delhi_NCR,9
3132,Ameo,Volkswagen,Petrol,46846,1198,Manual,17,5,Blue,73.75,Disc,Drum,1483,1682,3995,,,457000,Delhi_NCR,5
3133,Swift,Maruti,Petrol,105457,1197,Manual,18.6,5,Silver,85.8,Ventilated Disc,Drum,1530,1695,3850,1415,160,275000,Delhi_NCR,10
3134,Vitara Brezza,Maruti,Diesel,20243,1248,Manual,24.3,5,Other,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,732000,Delhi_NCR,3
3135,Etios Liva,Toyota,Petrol,45168,1197,Manual,17.71,5,White,78.9,Ventilated Disc,Drum,1510,1695,3775,,160,480000,Delhi_NCR,5
3136,Eeco,Maruti,Petrol,95285,1196,Manual,16.11,5,White,72.42,Disc,Drum,1825,1475,3675,1510,,289000,Delhi_NCR,5
3137,i20,Hyundai,Petrol,85696,1197,Manual,18.5,5,Other,80,Disc,Drum,1505,1710,3940,,,244000,Delhi_NCR,10
3138,Swift Dzire,Maruti,Diesel,82907,1248,Manual,23.4,5,Other,74,Ventilated Disc,Drum,1555,1695,3995,1505,,388000,Delhi_NCR,8
3139,Swift,Maruti,Diesel,61579,1248,Manual,25.2,5,Grey,74,Ventilated Disc,Drum,1530,1735,3840,1405,155,468000,Delhi_NCR,4
3140,Swift,Maruti,Petrol,56610,1197,Manual,18.6,5,Grey,85.8,Ventilated Disc,Drum,1530,1695,3850,1415,160,324000,Delhi_NCR,9
3141,Alto K10,Maruti,Petrol,35427,998,Manual,20.92,5,Other,67.1,Ventilated Disc,Drum,1460,1475,3620,1185,,220000,Delhi_NCR,9
3142,Alto,Maruti,Petrol,4258,796,Manual,19.7,5,Other,46.3,Disc,Drum,1460,1475,3495,1140,137,377000,Delhi_NCR,1
3143,Wagon R,Maruti,Petrol,20053,998,Manual,21.79,5,Other,67.05,Disc,Drum,1675,1620,3655,1340,,518000,Delhi_NCR,1
3144,Jazz,Honda,Petrol,33885,,Manual,,,,,,,,,,,,411000,Delhi_NCR,5
3145,Ecosport,Ford,Diesel,59404,1498,Manual,21.7,5,Other,98.96,Ventilated Disc,Drum,1647,1765,3998,1690,,636000,Delhi_NCR,4
3146,Baleno,Maruti,Petrol,17990,1197,Manual,21.01,5,Other,81.8,Disc,Drum,1510,1745,3995,1340,,568000,Delhi_NCR,2
3147,Duster,Renault,Diesel,16913,1461,Manual,19.87,5,Other,83.8,Disc,Drum,1695,1822,4315,1777,156,709000,Delhi_NCR,3
3148,Grand i10,Hyundai,Petrol,17887,1197,Manual,18.9,5,Other,82,Disc,Drum,1520,1660,3765,,165,408000,Delhi_NCR,6
3149,Swift Dzire,Maruti,Diesel,36911,1248,Manual,28.4,5,Silver,74.02,Disc,Drum,1515,1735,3995,1405,,520000,Delhi_NCR,3
3150,Xcent,Hyundai,Diesel,131357,1120,Manual,24.4,5,White,71,Disc,Drum,1520,1660,3995,,156,265000,Delhi_NCR,6
3151,Etios Liva,Toyota,Petrol,59199,1197,Manual,17.71,5,White,78.9,Ventilated Disc,Drum,1510,1695,3775,,160,380000,Delhi_NCR,5
3152,Jazz,Honda,Petrol,33405,1199,Manual,16.6,5,Other,88.5,Disc,Drum,1544,1694,3989,,,416000,Delhi_NCR,6
3153,Xcent,Hyundai,Diesel,67936,1120,Manual,24.4,5,White,71,Disc,Drum,1520,1660,3995,,156,347000,Delhi_NCR,6
3154,i10,Hyundai,Petrol,63324,1086,Manual,19.81,5,Silver,68.05,Ventilated Disc,Drum,1550,1595,3585,,165,347000,Delhi_NCR,6
3155,Tiago,Tata,Diesel,63318,1047,Manual,27.28,5,Red,69,Disc,Drum,1535,1647,3746,,150,489000,Delhi_NCR,2
3156,Xcent,Hyundai,Diesel,65427,1120,Manual,24.4,5,White,71.01,Disc,Drum,1520,1660,3995,,156,348000,Delhi_NCR,7
3157,Terrano,Nissan,Diesel,55245,1461,Manual,20.45,5,Silver,83.8,Disc,Drum,1671,2000,4331,1764,156,723000,Delhi_NCR,3
3158,Amaze,Honda,Petrol,15916,1198,Manual,18,5,Grey,86.7,Disc,Drum,1505,1680,3990,,160,390000,Delhi_NCR,7
3159,i20,Hyundai,Petrol,54704,1197,Manual,18.5,5,Silver,82.85,Disc,Drum,1505,1710,3995,,,311000,Delhi_NCR,8
3160,Swift,Maruti,Petrol,55154,1197,Manual,18.6,5,Silver,85.8,Ventilated Disc,Drum,1530,1695,3850,1415,,455000,Delhi_NCR,7
3161,Alto K10,Maruti,Petrol,60606,998,Manual,23.95,5,White,67.05,Ventilated Disc,Drum,1475,1515,3545,1210,145,280000,Delhi_NCR,6
3162,Swift,Maruti,Petrol,102029,1197,Manual,16.1,5,Silver,85,Ventilated Disc,Drum,1530,1690,3760,1415,160,249000,Delhi_NCR,10
3163,Eeco,Maruti,CNG,47479,1196,Manual,21.94,5,Other,61.7,Disc,Drum,1825,1475,3675,1510,145,338000,Delhi_NCR,4
3164,Amaze,Honda,Diesel,55790,1498,Manual,27.4,5,White,98.63,Disc,Drum,1501,1695,3995,,142,650000,Delhi_NCR,3
3165,Alto K10,Maruti,Petrol,4960,998,Manual,23.95,5,Silver,67.05,Ventilated Disc,Drum,1475,1515,3545,1210,145,302000,Delhi_NCR,6
3166,Wagon R Stingray,Maruti,Petrol,69311,998,Manual,20.51,5,Other,67.04,Ventilated Disc,Drum,1670,1475,3636,1350,150,322000,Delhi_NCR,8
3167,Verna,Hyundai,Petrol,94593,1591,Manual,17.01,5,White,121.3,Disc,Drum,1475,1700,4375,,196,455000,Delhi_NCR,10
3168,i10,Hyundai,Petrol,12901,1197,Manual,20.36,5,Grey,78.9,Ventilated Disc,Drum,1550,1595,3585,,,309000,Delhi_NCR,8
3169,Brio,Honda,Petrol,64638,1198,Manual,19.4,5,Other,86.8,Disc,Drum,1500,1680,3610,,164,312000,Delhi_NCR,8
3170,Alto K10,Maruti,Petrol,47399,998,Manual,23.95,5,Grey,67.05,Ventilated Disc,Drum,1475,1515,3545,1210,145,347000,Delhi_NCR,3
3171,Swift Dzire,Maruti,Diesel,87716,1248,Manual,23.4,5,Grey,74,Ventilated Disc,Drum,1555,1695,3995,1505,,417000,Delhi_NCR,8
3172,Baleno,Maruti,Petrol,58458,1197,Manual,21.4,5,Blue,83.1,Disc,Drum,1510,1745,3995,1340,180,440000,Delhi_NCR,3
3173,Vitara Brezza,Maruti,Diesel,56916,1248,Manual,24.3,5,Other,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,688000,Delhi_NCR,3
3174,Tiago,Tata,Petrol,18586,1199,Manual,23.84,5,Other,84,Disc,Drum,1535,1647,3746,,150,456000,Delhi_NCR,2
3175,i20,Hyundai,Petrol,16140,1197,Manual,18.6,5,Silver,81.86,Disc,Drum,1505,1734,3985,,170,635000,Delhi_NCR,4
3176,EON,Hyundai,Petrol,39879,814,Manual,21.1,5,Other,55.2,Disc,Drum,1500,1550,3495,,,270000,Delhi_NCR,5
3177,Swift,Maruti,Diesel,58562,1248,Manual,25.2,5,Other,74,Ventilated Disc,Drum,1530,1735,3840,1405,155,416000,Delhi_NCR,6
3178,i20,Hyundai,Diesel,59831,1396,Manual,22.54,5,White,88.73,Disc,Drum,1505,1734,3985,,180,545000,Delhi_NCR,6
3179,Etios,Toyota,Petrol,30683,1496,Manual,17.6,5,Other,,,,,,,,,391000,Delhi_NCR,10
3180,Jazz,Honda,Petrol,61337,1199,Manual,18.7,5,White,88.7,Disc,Drum,1544,1694,3955,,172,434000,Delhi_NCR,6
3181,Swift,Maruti,Diesel,90242,1248,Manual,28.4,5,Other,74,Disc,Drum,1530,1735,3840,1405,,401000,Delhi_NCR,7
3182,Etios Liva,Toyota,Diesel,56710,1364,Manual,23.59,5,Other,67.04,Ventilated Disc,Drum,1510,1695,3884,,180,541000,Delhi_NCR,3
3183,City,Honda,Petrol,100056,1497,Manual,17.4,5,Grey,117.3,Disc,Drum,1495,1695,4440,,195,684000,Delhi_NCR,6
3184,Vitara Brezza,Maruti,Diesel,25008,1248,Manual,24.3,5,White,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,831000,Delhi_NCR,3
3185,Alto 800,Maruti,Petrol,1067,796,Manual,22.05,5,White,47.33,Disc,Drum,1475,1515,3445,1185,,385000,Delhi_NCR,1
3186,Vitara Brezza,Maruti,Diesel,71848,1248,Manual,24.3,5,White,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,670000,Delhi_NCR,4
3187,i20,Hyundai,Diesel,79553,1396,Manual,22.54,5,White,88.73,Disc,Drum,1505,1734,3985,,180,475000,Delhi_NCR,6
3188,Polo,Volkswagen,Petrol,38216,1198,Manual,18.78,5,White,74,Disc,Drum,1469,1682,3971,1500,165,434000,Delhi_NCR,4
3189,Vitara Brezza,Maruti,Diesel,80132,1248,Manual,24.3,5,Grey,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,690000,Delhi_NCR,4
3190,Ecosport,Ford,Diesel,124474,1498,Manual,23,5,Silver,98.96,Ventilated Disc,Drum,1647,1765,3998,1690,,370000,Delhi_NCR,8
3191,Swift,Maruti,Diesel,78623,1248,Manual,25.2,5,Silver,74,Ventilated Disc,Drum,1530,1735,3840,1405,155,385000,Delhi_NCR,6
3192,Ciaz,Maruti,Petrol,97767,1373,Automatic,19.12,5,White,91.1,Ventilated Disc,Drum,1485,1730,4490,1490,190,558000,Delhi_NCR,6
3193,S-Presso,Maruti,Petrol,8552,998,Manual,21.7,5,Silver,67.05,Ventilated Disc,Drum,1564,1520,3565,1170,,400000,Delhi_NCR,2
3194,Ciaz,Maruti,Petrol,21160,1373,Automatic,19.12,5,Silver,91.1,Ventilated Disc,Drum,1485,1730,4490,1490,190,844000,Delhi_NCR,3
3195,Swift Dzire,Maruti,Diesel,93558,1248,Manual,23.4,5,Other,74,Ventilated Disc,Drum,1555,1695,3995,1505,162,300000,Delhi_NCR,8
3196,City,Honda,Petrol,53018,1497,Manual,17.4,5,White,117.6,Ventilated Disc,Drum,1495,1695,4440,1459,189,849000,Delhi_NCR,4
3197,Ignis,Maruti,Petrol,31692,1197,Manual,20.89,5,Grey,81.8,Disc,Drum,1595,1690,3700,,,502000,Delhi_NCR,3
3198,Swift,Maruti,Diesel,94579,1248,Manual,25.2,5,Other,74,Ventilated Disc,Drum,1530,1735,3840,1405,155,455000,Delhi_NCR,6
3199,i20,Hyundai,Petrol,48532,1197,Manual,17,5,Red,80,Disc,Drum,1505,1710,3940,,,300000,Delhi_NCR,10
3200,Polo,Volkswagen,Petrol,70992,1197,Automatic,17.21,5,White,103.5,Disc,Drum,1469,1682,3971,1580,177,590000,Delhi_NCR,5
3201,KWID,Renault,Petrol,51501,799,Manual,25.17,5,White,53.3,Disc,Drum,1478,1579,3679,,135,279000,Delhi_NCR,4
3202,i20,Hyundai,Petrol,18692,1197,Manual,18.6,5,White,81.83,Disc,Drum,1505,1734,3985,,170,616000,Delhi_NCR,4
3203,i20,Hyundai,Diesel,57732,1396,Manual,22.54,5,White,88.73,Disc,Drum,1505,1734,3985,,180,522000,Delhi_NCR,5
3204,KWID,Renault,Petrol,45430,799,Manual,25.17,5,Red,53.3,Disc,Drum,1478,1579,3679,,135,251000,Delhi_NCR,5
3205,i20,Hyundai,Petrol,40899,1197,Manual,18.6,5,Other,81.83,Disc,Drum,1505,1734,3985,,170,645000,Delhi_NCR,3
3206,Etios Liva,Toyota,Diesel,62642,1364,Manual,23.59,5,Other,67.04,Ventilated Disc,Drum,1510,1695,3884,,180,678000,Delhi_NCR,2
3207,Verna,Hyundai,Diesel,33738,1582,Manual,23.9,5,Other,126.3,Disc,Drum,1475,1700,4375,,190,614000,Delhi_NCR,6
3208,Yaris,Toyota,Petrol,8778,1496,Manual,17.1,5,Other,105.9,Disc,Drum,1495,1730,4425,1580,,870000,Delhi_NCR,2
3209,Wagon R,Maruti,Petrol,1579,998,Manual,21.79,5,Other,67.05,Disc,Drum,1675,1620,3655,1340,,566000,Delhi_NCR,0
3210,KWID,Renault,Petrol,52118,799,Manual,25.17,5,White,53.3,Disc,Drum,1478,1579,3679,,135,251000,Delhi_NCR,5
3211,Amaze,Honda,Petrol,21388,1198,Manual,17.8,5,White,86.7,Disc,Drum,1505,1680,3990,,140,640000,Delhi_NCR,2
3212,KWID,Renault,Petrol,21650,799,Manual,25.17,5,Silver,53.3,Disc,Drum,1478,1579,3679,,135,338000,Delhi_NCR,2
3213,Wagon R,Maruti,Petrol,15758,998,Manual,20.51,5,White,67.04,Ventilated Disc,Drum,1700,1495,3599,1350,152,352000,Delhi_NCR,5
3214,Celerio,Maruti,Petrol,85346,998,Manual,23.1,5,Other,67.04,Ventilated Disc,Drum,1565,1635,3715,1250,150,395000,Delhi_NCR,5
3215,Ciaz,Maruti,Diesel,81202,1248,Manual,26.21,5,Other,88.5,Ventilated Disc,Drum,1485,1730,4490,1585,160,436000,Delhi_NCR,6
3216,i20,Hyundai,Petrol,27152,1197,Manual,18.6,5,Silver,81.83,Disc,Drum,1505,1734,3985,,170,576000,Delhi_NCR,5
3217,Brio,Honda,Petrol,37526,1198,Manual,18.5,5,White,86.8,Disc,Drum,1500,1680,3610,,145,260000,Delhi_NCR,9
3218,Swift Dzire,Maruti,Diesel,136786,1248,Manual,23.4,5,White,74,Ventilated Disc,Drum,1555,1695,3995,1505,162,280000,Delhi_NCR,8
3219,TUV 300,Mahindra,Diesel,93893,1493,Automatic,18.49,7,White,100,Disc,Drum,1826,1835,3995,2225,156,650000,Delhi_NCR,5
3220,Alto K10,Maruti,Petrol,59058,998,Automatic,23.95,5,Other,67.1,Ventilated Disc,Drum,1475,1490,3545,1210,145,312000,Delhi_NCR,4
3221,Ameo,Volkswagen,Petrol,39784,1198,Manual,17,5,Other,73.75,Disc,Drum,1483,1682,3995,,,496000,Delhi_NCR,5
3222,Baleno,Maruti,Diesel,36993,1248,Manual,27.39,5,Other,74,Disc,Drum,1510,1745,3995,1430,170,489000,Delhi_NCR,5
3223,Alto K10,Maruti,Petrol,61703,998,Manual,23.95,5,Grey,67.05,Ventilated Disc,Drum,1475,1515,3545,1210,145,292000,Delhi_NCR,5
3224,Ignis,Maruti,Petrol,17011,1197,Automatic,20.89,5,Grey,81.8,Disc,Drum,1595,1690,3700,,,564000,Delhi_NCR,3
3225,KWID,Renault,Petrol,10287,799,Manual,25.17,5,Red,53.3,Disc,Drum,1478,1579,3679,,135,350000,Delhi_NCR,3
3226,i10,Hyundai,Petrol,59923,1086,Manual,19.81,5,Red,68.05,Ventilated Disc,Drum,1550,1595,3585,,165,317000,Delhi_NCR,6
3227,Ecosport,Ford,Diesel,135830,1498,Manual,21.7,5,Other,98.96,Ventilated Disc,Drum,1647,1765,3998,1690,,453000,Delhi_NCR,6
3228,Baleno,Maruti,Petrol,23404,1197,Manual,21.4,5,Blue,83.1,Disc,Drum,1510,1745,3995,1340,180,630000,Delhi_NCR,4
3229,Grand i10,Hyundai,Petrol,65649,1197,Manual,18.9,5,White,82,Disc,Drum,1520,1660,3765,,165,424000,Delhi_NCR,6
3230,Ciaz,Maruti,Diesel,51421,1248,Manual,28.09,5,Silver,88.5,Ventilated Disc,Drum,1485,1730,4490,1590,,580000,Delhi_NCR,4
3231,Swift,Maruti,Diesel,75710,1248,Manual,25.2,5,Other,74,Ventilated Disc,Drum,1530,1735,3840,1405,155,618000,Delhi_NCR,3
3232,i20,Hyundai,Petrol,28562,1197,Manual,21,5,Other,81.86,Disc,Drum,1505,1775,3995,,,558000,Delhi_NCR,5
3233,Vitara Brezza,Maruti,Diesel,46316,1248,Manual,24.3,5,Grey,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,810000,Delhi_NCR,2
3234,Swift,Maruti,Petrol,14592,1197,Manual,22,5,Other,81.8,Disc,Drum,1530,1735,3840,1315,,532000,Delhi_NCR,2
3235,Alto K10,Maruti,Petrol,15979,998,Manual,20.92,5,Red,67.1,Ventilated Disc,Drum,1460,1475,3620,1185,,220000,Delhi_NCR,9
3236,Baleno,Maruti,Petrol,13312,1197,Manual,21.4,5,Grey,83.1,Disc,Drum,1510,1745,3995,1340,180,578000,Delhi_NCR,1
3237,Amaze,Honda,Diesel,68491,1498,Manual,25.8,5,Silver,98.6,Disc,Drum,1505,1680,3990,,170,342000,Delhi_NCR,7
3238,Alto K10,Maruti,Petrol,28950,998,Manual,20.92,5,Other,67.1,Ventilated Disc,Drum,1460,1475,3620,1185,,226000,Delhi_NCR,8
3239,Ignis,Maruti,Petrol,19719,1197,Manual,20.89,5,White,81.8,Disc,Drum,1595,1690,3700,,,431000,Delhi_NCR,3
3240,KUV 100,Mahindra,Diesel,99534,1198,Manual,25.32,6,White,77,Disc,Drum,1635,1715,3675,,160,290000,Delhi_NCR,5
3241,Brio,Honda,Petrol,99649,1198,Manual,19.4,5,White,86.8,Disc,Drum,1500,1680,3610,,,242000,Delhi_NCR,9
3242,i20,Hyundai,Petrol,33322,1197,Manual,18.6,5,Red,81.83,Disc,Drum,1505,1734,3985,,170,617000,Delhi_NCR,3
3243,Grand i10,Hyundai,Petrol,94994,1197,Manual,18.9,5,Other,82,Disc,Drum,1520,1660,3765,,165,393000,Delhi_NCR,6
3244,Swift,Maruti,Diesel,61587,1248,Manual,25.2,5,White,74,Ventilated Disc,Drum,1530,1735,3840,1405,155,451000,Delhi_NCR,4
3245,Alto K10,Maruti,Petrol,30159,998,Manual,23.95,5,White,67.05,Ventilated Disc,Drum,1475,1515,3545,1210,145,237000,Delhi_NCR,9
3246,Tiago,Tata,Petrol,7122,1199,Manual,23.84,5,Grey,84,Disc,Drum,1535,1647,3746,,150,541000,Delhi_NCR,2
3247,Ignis,Maruti,Petrol,18495,1197,Manual,20.89,5,Other,81.8,Disc,Drum,1595,1690,3700,,,425000,Delhi_NCR,4
3248,Swift,Maruti,Diesel,67922,1248,Manual,28.4,5,Other,74,Disc,Drum,1530,1735,3840,1405,,525000,Delhi_NCR,3
3249,i20,Hyundai,Petrol,40635,1197,Manual,18.6,5,Grey,81.86,Disc,Drum,1505,1734,3985,,170,560000,Delhi_NCR,4
3250,Polo,Volkswagen,Petrol,27886,999,Manual,18.78,5,Black,75,Disc,Drum,1469,1682,3971,1500,,595000,Delhi_NCR,2
3251,Brio,Honda,Petrol,88547,1198,Manual,19.4,5,Other,86.8,Disc,Drum,1500,1680,3610,,164,304000,Delhi_NCR,8
3252,i20,Hyundai,Petrol,78647,1197,Manual,18.5,5,Other,82.85,Disc,Drum,1505,1710,3995,,,338000,Delhi_NCR,8
3253,WR-V,Honda,Petrol,21277,1199,Manual,17.5,5,Other,88.7,Ventilated Disc,Drum,1601,1734,3999,,164,782000,Delhi_NCR,3
3254,Alto K10,Maruti,Petrol,59999,998,Manual,23.95,5,Other,67.05,Ventilated Disc,Drum,1475,1515,3545,1210,145,280000,Delhi_NCR,5
3255,i20,Hyundai,Petrol,21770,1197,Manual,18.6,5,Other,81.83,Disc,Drum,1505,1734,3985,,170,657000,Delhi_NCR,3
3256,Swift Dzire,Maruti,Diesel,46403,1248,Manual,28.4,5,Other,74.02,Disc,Drum,1515,1735,3995,1405,,613000,Delhi_NCR,4
3257,Swift Dzire,Maruti,Diesel,64103,1248,Manual,23.4,5,Silver,74,Ventilated Disc,Drum,1555,1695,3995,1505,,370000,Delhi_NCR,7
3258,Tiago,Tata,Petrol,8020,1199,Manual,23.84,5,Grey,83.83,Disc,Drum,1535,1647,3746,,150,551000,Delhi_NCR,1
3259,Swift,Maruti,Petrol,67567,1197,Manual,22,5,Grey,81.8,Disc,Drum,1530,1735,3840,1315,,490000,Delhi_NCR,6
3260,Alto K10,Maruti,Petrol,27017,998,Manual,23.95,5,White,67.05,Ventilated Disc,Drum,1475,1515,3545,1210,145,286000,Delhi_NCR,8
3261,Verna,Hyundai,Diesel,67017,1396,Manual,23.5,5,Other,88.7,Disc,Disc,1475,1700,4370,,,425000,Delhi_NCR,8
3262,Alto K10,Maruti,Petrol,32915,998,Manual,23.95,5,Grey,67.05,Ventilated Disc,Drum,1475,1515,3545,1210,145,356000,Delhi_NCR,3
3263,i10,Hyundai,Petrol,102145,1197,Manual,20.36,5,Other,78.9,Ventilated Disc,Drum,1550,1595,3585,,,232000,Delhi_NCR,10
