,Model,Brand,Fuel_type,Running_in_kms,Engine_disp,Gear_transmission,Milage_in_km/ltr,Seating_cap,color,Max_power,front_brake_type,rear_brake_type,height,width,length,Weight,top_speed,Car_Price,Location,Car_age
6926,Mobilio,Honda,Diesel,39000,1498,Manual,24.5,7,Black,98.6,Disc,Drum,1603,1683,4398,,165,474000,Kolkata,7
6927,Jazz,Honda,Petrol,42000,1198,Manual,16,5,Red,90,Disc,Drum,1535,1695,3900,,165,290000,Kolkata,9
6928,i10,Hyundai,Petrol,38697,1086,Manual,19.81,5,Grey,68.05,Ventilated Disc,Drum,1550,1595,3585,,165,285000,Kolkata,7
6929,Vento,Volkswagen,Petrol,37224,1598,Manual,15.04,5,White,103.2,Disc,Drum,1466,1699,4384,1680,185,415000,Kolkata,7
6930,Amaze,Honda,Diesel,38532,1498,Manual,25.8,5,Silver,98.6,Disc,Drum,1505,1680,3990,,170,415000,Kolkata,6
6931,Grand i10,Hyundai,Petrol,46935,1197,Manual,20.36,5,Red,78.9,Ventilated Disc,Drum,1550,1595,3585,,,230000,Kolkata,11
6932,Sunny,Nissan,Petrol,39000,1498,Manual,16.95,5,White,97.6,Disc,Drum,1515,1695,4455,,165,340000,Kolkata,6
6933,i20,Hyundai,Petrol,41000,1197,Manual,18.6,5,Red,81.83,Disc,Drum,1505,1734,3985,,170,429000,Kolkata,6
6934,Etios,Toyota,Petrol,37000,1496,Manual,16.78,5,Silver,88.73,Ventilated Disc,Drum,1510,1695,4369,,180,550000,Kolkata,3
6935,Terrano,Nissan,Diesel,50000,1461,Manual,20.45,5,Maroon,83.8,Disc,Drum,1671,2000,4331,1764,156,310000,Kolkata,8
6936,Scala,Renault,Petrol,45000,1498,Manual,16.95,5,Black,97.6,Disc,Drum,1505,1695,4425,,165,300000,Kolkata,7
6937,City,Honda,Diesel,36000,1498,Manual,25.6,5,TITANIUM METTALIC,97.9,Ventilated Disc,Drum,1495,1695,4440,1550,175,1010000,Kolkata,3
6938,Ciaz S,Maruti,Diesel,11000,1248,Manual,28.09,5,White,88.5,Ventilated Disc,Drum,1485,1730,4505,1595,190,825000,Kolkata,3
6939,SX4,Maruti,Petrol,57000,1586,Manual,15.5,5,Silver,103.3,Ventilated Disc,Drum,1550,1735,4490,,177,250000,Kolkata,10
6940,Verna,Hyundai,Diesel,49000,1582,Manual,22.32,5,Maroon,126.3,Disc,Disc,1475,1700,4370,,190,325000,Kolkata,9
6941,Ecosport,Ford,Diesel,60001,1498,Manual,22.7,5,Orange,89.84,Ventilated Disc,Drum,1708,1765,3999,1740,182,410000,Kolkata,7
6942,i20,Hyundai,Petrol,41000,1197,Manual,18.6,5,Maroon,81.83,Disc,Drum,1505,1734,3985,,170,410000,Kolkata,6
6943,Polo,Volkswagen,Diesel,67000,1498,Manual,20.14,5,Red,88,Disc,Drum,1469,1682,3971,1620,163,350000,Kolkata,5
6944,SX4 S Cross,Maruti,Diesel,25000,1248,Manual,25.1,5,White,88.5,Disc,Disc,1595,1785,4300,1670,164,590000,Kolkata,5
6945,Wagon R Stingray,Maruti,Petrol,33000,998,Manual,20.51,5,Red,67.04,Ventilated Disc,Drum,1670,1475,3636,1350,150,315000,Kolkata,6
6946,SX4 S Cross,Maruti,Diesel,39000,1248,Manual,25.1,5,nexa blue,88.5,Disc,Disc,1595,1785,4300,1670,164,725000,Kolkata,3
6947,Amaze,Honda,Diesel,43000,1498,Manual,24.7,5,White,98.63,Disc,Drum,1501,1695,3995,,,475000,Kolkata,4
6948,Baleno,Maruti,Petrol,44000,1197,Manual,21.4,5,Orange,83.1,Disc,Drum,1510,1745,3995,1340,180,550000,Kolkata,3
6949,3 Series,BMW,Diesel,41000,1995,Automatic,16.07,5,Red,181,Disc,Disc,1421,1817,4520,1985,216,725000,Kolkata,10
6950,Polo,Volkswagen,Petrol,60000,1198,Manual,16.47,5,,74,Disc,Drum,1469,1682,3971,1520,165,350000,Kolkata,7
6951,i20,Hyundai,Petrol,24000,1197,Manual,18.6,5,White,81.83,Disc,Drum,1505,1734,3985,,170,550000,Kolkata,5
6952,Brio,Honda,Petrol,91400,1198,Manual,19.4,5,Grey,86.8,Disc,Drum,1500,1680,3610,,,199000,Kolkata,9
6953,Xcent,Hyundai,Petrol,63400,1197,Automatic,16.9,5,White,81.86,Disc,Drum,1520,1660,3995,,172,329000,Kolkata,6
6954,Grand i10,Hyundai,Petrol,32000,1197,Manual,18.9,5,Red,82,Disc,Drum,1520,1660,3765,,165,365000,Kolkata,6
6955,Xcent,Hyundai,Petrol,45000,1197,Manual,20.14,5,Blue,81.86,Disc,Drum,1520,1660,3995,,172,525000,Kolkata,2
6956,Innova,Toyota,Diesel,135000,2494,Manual,12.99,8,Grey,100,Ventilated Disc,Leading-Trailing Drum,1760,1760,4585,2300,,575000,Kolkata,10
6957,Ciaz,Maruti,Petrol,65000,1373,Manual,20.73,5,Silver,91.1,Ventilated Disc,Drum,1485,1730,4490,1490,190,475000,Kolkata,6
6958,TUV 300,Mahindra,Diesel,120000,1493,Manual,18.49,7,Silver,100,Disc,Drum,1826,1835,3995,2225,156,625000,Kolkata,5
6959,New C-Class,Mercedes-Benz,Diesel,41000,2143,Automatic,14.94,5,White,204,Ventilated Disc,Disc,1447,1770,4591,2120,228,1250000,Kolkata,9
6960,5 Series,BMW,Diesel,51000,1995,Automatic,18.48,5,Black,177,Ventilated Disc,Ventilated Disc,1468,1846,4841,2160,226,1199000,Kolkata,9
6961,Brio,Honda,Petrol,91400,1198,Manual,19.4,5,Grey,86.8,Disc,Drum,1500,1680,3610,,,199000,Kolkata,9
6962,Xcent,Hyundai,Petrol,63400,1197,Automatic,16.9,5,White,81.86,Disc,Drum,1520,1660,3995,,172,329000,Kolkata,6
6963,Grand i10,Hyundai,Petrol,32000,1197,Manual,18.9,5,Red,82,Disc,Drum,1520,1660,3765,,165,365000,Kolkata,6
6964,Xcent,Hyundai,Petrol,45000,1197,Manual,20.14,5,Blue,81.86,Disc,Drum,1520,1660,3995,,172,525000,Kolkata,2
6965,Innova,Toyota,Diesel,135000,2494,Manual,12.99,8,Grey,100,Ventilated Disc,Leading-Trailing Drum,1760,1760,4585,2300,,575000,Kolkata,10
6966,Ciaz,Maruti,Petrol,65000,1373,Manual,20.73,5,Silver,91.1,Ventilated Disc,Drum,1485,1730,4490,1490,190,475000,Kolkata,6
6967,TUV 300,Mahindra,Diesel,120000,1493,Manual,18.49,7,Silver,100,Disc,Drum,1826,1835,3995,2225,156,625000,Kolkata,5
6968,New C-Class,Mercedes-Benz,Diesel,41000,2143,Automatic,14.94,5,White,204,Ventilated Disc,Disc,1447,1770,4591,2120,228,1250000,Kolkata,9
6969,5 Series,BMW,Diesel,51000,1995,Automatic,18.48,5,Black,177,Ventilated Disc,Ventilated Disc,1468,1846,4841,2160,226,1199000,Kolkata,9
6970,GL-Class,Mercedes-Benz,Diesel,66000,2987,Automatic,12,7,White,224,Ventilated Disc,Ventilated Disc,1840,1920,5099,3250,210,1250000,Kolkata,10
6971,Alto 800,Maruti,Petrol,2406,796,Manual,22.74,5,Silver,47.3,Disc,Drum,1475,1490,3395,1185,140,330000,Kolkata,1
6972,Innova,Toyota,Diesel,55000,2494,Manual,12.99,8,Golden,100.6,Ventilated Disc,Drum,1760,1765,4585,2300,155,900000,Kolkata,6
6973,XUV500,Mahindra,Diesel,25000,2179,Manual,16,7,Maroon,140,Disc,Disc,1785,1890,4585,2510,185,999000,Kolkata,6
6974,A5,Audi,Diesel,20000,1968,Automatic,19.2,5,Blue,187.7,Disc,Disc,1386,1843,4733,2115,235,3499000,Kolkata,3
6975,E-Class,Mercedes-Benz,Diesel,49983,2143,Automatic,13,5,Silver,201.1,Disc,Disc,1474,2071,4879,2280,242,1749000,Kolkata,8
6976,XUV500,Mahindra,Diesel,83931,2179,Manual,16,7,Purple,138,Disc,Disc,1785,1890,4585,2510,185,1249000,Kolkata,3
6977,Carnival,Kia,Diesel,8695,2199,Automatic,14.11,7,Black,197.2,Disc,Disc,1755,1985,5115,2830,,3100000,Kolkata,1
6978,Swift Dzire,Maruti,Diesel,72205,1248,Automatic,28.4,5,Blue,74.02,Disc,Drum,1515,1735,3995,1405,,525000,Kolkata,4
6979,X1,BMW,Diesel,40001,1995,Automatic,20.68,5,White,188,Disc,Disc,1612,1821,4439,,222,2499000,Kolkata,4
6980,i20,Hyundai,Diesel,58000,1396,Manual,23,5,White,90,Disc,Drum,1505,1710,3940,,,199000,Kolkata,10
6981,X1,BMW,Diesel,40001,1995,Automatic,20.68,5,White,188,Disc,Disc,1612,1821,4439,,222,2499000,Kolkata,4
6982,Compass,Jeep,Petrol,33000,1368,Automatic,16,5,Red,160,Disc,Disc,1640,1818,4395,,186,1298000,Kolkata,3
6983,RediGO,Datsun,Petrol,16000,999,Automatic,22.5,5,Maroon,67,Disc,Drum,1541,1560,3429,,,325000,Kolkata,2
6984,Verna,Hyundai,Petrol,24000,1591,Manual,17.01,5,Maroon,121.3,Disc,Drum,1475,1700,4375,,196,465000,Kolkata,7
6985,i20,Hyundai,Petrol,49000,1197,Manual,18.6,5,Black,81.83,Disc,Drum,1505,1734,3985,,170,499000,Kolkata,5
6986,Ignis,Maruti,Petrol,23000,1197,Manual,20.89,5,White,81.8,Disc,Drum,1595,1690,3700,,,429000,Kolkata,4
6987,i20,Hyundai,Diesel,56000,1396,Manual,21.9,5,Blue,88.76,Disc,Disc,1505,1710,3995,,,309000,Kolkata,9
6988,i20,Hyundai,Diesel,58000,1396,Manual,23,5,White,90,Disc,Drum,1505,1710,3940,,,199000,Kolkata,10
6989,KWID,Renault,Petrol,35000,999,Manual,23.01,5,Silver,67,Disc,Drum,1478,1579,3679,,155,285000,Kolkata,4
6990,Thar,Mahindra,Diesel,35000,2498,Manual,16.55,6,Red,105,Disc,Drum,1930,1726,3920,,154,749000,Kolkata,3
6991,Polo,Volkswagen,Petrol,24000,999,Manual,18.78,5,Red,75,Disc,Drum,1469,1682,3971,1500,165,555000,Kolkata,3
6992,Grand i10,Hyundai,Petrol,42000,1197,Manual,18.9,5,Maroon,82,Disc,Drum,1520,1660,3765,,165,375000,Kolkata,6
6993,Wagon R,Maruti,Petrol,500,1197,Manual,21.5,5,Copper,81.8,Disc,Drum,1675,1620,3655,1340,,585000,Kolkata,0
6994,Sunny,Nissan,Petrol,30000,1498,Automatic,17.97,5,Grey,99.6,Disc,Drum,1515,1695,4455,,165,475000,Kolkata,5
6995,5 Series,BMW,Diesel,34000,1995,Automatic,20.37,5,Brown,187.7,Ventilated Disc,Ventilated Disc,1466,2126,4936,,235,2190000,Kolkata,6
6996,Creta,Hyundai,Petrol,50000,1591,Manual,13,5,Grey,121.3,Disc,Drum,1630,1780,4270,,,875000,Kolkata,4
6997,Grand i10,Hyundai,Petrol,25271,1197,Manual,18.9,5,White,81.86,Disc,Drum,1520,1660,3765,,165,425000,Kolkata,4
6998,Creta,Hyundai,Diesel,120000,1582,Automatic,17.01,5,Black,126.2,Disc,Drum,1630,1780,4270,,190,795000,Kolkata,4
6999,A6,Audi,Diesel,19000,2698,Automatic,12.4,5,Silver,179.5,Disc & Drum,Disc,1459,1855,4916,2235,227,900000,Kolkata,10
7000,i10,Hyundai,Petrol,15000,1197,Manual,20.36,5,Maroon,78.9,Ventilated Disc,Drum,1550,1595,3585,,,315000,Kolkata,5
7001,City,Honda,Petrol,12000,1497,Manual,17.14,5,White,117.6,Ventilated Disc,Drum,1495,1695,4440,1463,178,1367000,Kolkata,0
7002,Alto 800,Maruti,Petrol,17000,796,Manual,22.74,5,Sky Blue,47.3,Disc,Drum,1475,1490,3395,1185,140,212000,Kolkata,8
7003,City,Honda,Petrol,32000,1497,Manual,17.8,5,Grey,117.3,Disc,Drum,1495,1695,4440,,195,491000,Kolkata,7
7004,Innova,Toyota,Diesel,70000,2494,Manual,12.8,7,Maroon,102,Ventilated Disc,Drum,1755,1770,4580,2300,151,560000,Kolkata,10
7005,Terrano,Nissan,Diesel,32000,1461,Manual,19.01,5,Red,108.5,Disc,Drum,1671,2000,4331,1787,168,540000,Kolkata,6
7006,Ciaz,Maruti,Diesel,32000,1248,Manual,28.09,5,nexa blue,88.5,Ventilated Disc,Drum,1485,1730,4490,1595,190,635000,Kolkata,4
7007,Vento,Volkswagen,Petrol,32400,1598,Manual,15.04,5,Blue,103.6,Disc,Drum,1466,1699,4384,1680,185,325000,Kolkata,8
7008,Swift Dzire,Maruti,Petrol,23261,1197,Manual,22,5,Maroon,81.8,Ventilated Disc,Drum,1515,1735,3995,1315,,500000,Kolkata,5
7009,Accent,Hyundai,Petrol,84000,1495,Manual,13.2,5,aqua tint,,,,,,,,,80000,Kolkata,18
7010,Vitara Brezza,Maruti,Diesel,32000,1248,Manual,24.3,5,Red,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,575000,Kolkata,5
7011,Vitara Brezza,Maruti,Diesel,42000,1248,Manual,24.3,5,GARNITE GREY,88.5,Ventilated Disc,Drum,1640,1790,3995,1680,172,625000,Kolkata,4
7012,Creta,Hyundai,Petrol,50000,1591,Manual,13,5,Grey,121.3,Disc,Drum,1630,1780,4270,,,849000,Kolkata,4
7013,Rapid,Skoda,Diesel,44000,1498,Automatic,21.72,5,White,108.6,Disc,Drum,1466,1699,4413,1770,171,749000,Kolkata,3
7014,Polo,Volkswagen,Diesel,39000,1199,Manual,22.07,5,Black,73.9,Disc,Drum,1453,1682,3970,,164,225000,Kolkata,9
7015,Celerio,Maruti,Petrol,22000,998,Automatic,23.1,5,Grey,67.04,Ventilated Disc,Drum,1565,1635,3715,1250,150,395000,Kolkata,4
7016,Wagon R,Maruti,Petrol,29957,998,Manual,21.79,5,Blue,67.05,Disc,Drum,1675,1620,3655,1340,,130000,Kolkata,16
7017,i20,Hyundai,Diesel,36203,1396,Manual,21.9,5,White,88.76,Disc,Disc,1505,1710,3995,,,315000,Kolkata,7
7018,A3,Audi,Petrol,37000,1798,Automatic,16.6,5,White,177.5,Ventilated Disc,Disc,1416,1960,4456,1845,250,1495000,Kolkata,5
7019,Ameo,Volkswagen,Petrol,47000,1198,Manual,17,5,Blue,73.75,Disc,Drum,1483,1682,3995,,,400000,Kolkata,5
7020,i10,Hyundai,Petrol,31560,1197,Manual,20.36,5,Grey,78.9,Ventilated Disc,Drum,1550,1595,3585,,,249000,Kolkata,9
7021,Polo,Volkswagen,Diesel,47000,1199,Manual,22.07,5,Red,73.9,Disc,Drum,1453,1682,3970,,164,245000,Kolkata,9
7022,Grand i10,Hyundai,Petrol,28761,1197,Manual,18.9,5,Maroon,82,Disc,Drum,1520,1660,3765,,165,385000,Kolkata,6
7023,SX4 S Cross,Maruti,Diesel,18000,1248,Manual,25.1,5,Grey,88.5,Disc,Disc,1595,1785,4300,1670,164,710000,Kolkata,3
7024,City,Honda,Petrol,50000,1497,Automatic,18,5,Grey,117.3,Disc,Drum,1495,1695,4440,,195,639000,Kolkata,6
7025,City,Honda,Diesel,40000,1498,Manual,25.1,5,White,98.6,Disc,Drum,1495,1695,4440,,190,715000,Kolkata,6
7026,City,Honda,Diesel,55000,1498,Manual,26,5,Grey,98.6,Disc,Drum,1495,1695,4440,,175,550000,Kolkata,6
7027,Ecosport,Ford,Petrol,60000,1499,Manual,15.8,5,White,110,Ventilated Disc,Drum,1708,1765,3999,1740,182,390000,Kolkata,7
7028,Fortuner,Toyota,Diesel,120000,2982,Automatic,12.55,7,White,168.5,Ventilated Disc,Drum,1850,1840,4705,2510,176,1495000,Kolkata,7
7029,Alto,Maruti,Petrol,47052,796,Manual,19.7,5,Blue,46.3,Disc,Drum,1460,1475,3495,1140,137,135000,Kolkata,13
7030,Xcent,Hyundai,Petrol,27310,1197,Manual,19.1,5,Grey,82,Disc,Drum,1520,1660,3995,,172,345000,Kolkata,7
7031,Ecosport,Ford,Diesel,47000,1498,Manual,22.77,5,Orange,98.59,Ventilated Disc,Drum,1708,1765,3999,,182,545000,Kolkata,6
7032,City,Honda,Petrol,48400,1497,Manual,17.4,5,White,117.3,Disc,Drum,1495,1695,4440,,195,695000,Kolkata,5
7033,Innova,Toyota,Diesel,57000,2494,Manual,12.99,8,Grey,100.6,Ventilated Disc,Leading-Trailing Drum,1760,1765,4585,2300,155,750000,Kolkata,8
7034,Vento,Volkswagen,Diesel,27000,1498,Manual,20.34,5,Blue,103.2,Disc,Drum,1466,1699,4384,1750,186,399000,Kolkata,7
7035,Ertiga,Maruti,Petrol,13065,1462,Manual,19.01,7,Silver,103.2,Ventilated Disc,Drum,1690,1735,4395,1730,,699000,Kolkata,3
7036,XC40,Volvo,Petrol,38502,1969,Automatic,0,5,Blue,190,Ventilated Disc,Ventilated Disc,1652,2034,4425,,230,3499000,Kolkata,1
7037,S-Class,Mercedes-Benz,Diesel,41000,2987,Automatic,13.5,5,White,254.7,Disc,Disc,1494,2130,5246,2690,250,4999000,Kolkata,6
7038,New C-Class,Mercedes-Benz,Diesel,41001,2143,Automatic,14.84,5,White,170,Ventilated Disc,Disc,1447,1770,4591,2115,228,2175000,Kolkata,6
7039,MU 7,Isuzu,Diesel,71485,2999,Manual,12.08,7,White,161,Disc,Drum,1805,1800,4955,,175,549000,Kolkata,5
7040,WR-V,Honda,Petrol,12474,1199,Manual,17.5,5,Grey,88.7,Ventilated Disc,Drum,1601,1734,3999,,164,775000,Kolkata,2
7041,Rover Range Rover Evoque,Land,Diesel,50881,1999,Automatic,15.68,5,Red,177,Disc,Disc,1635,2120,4360,2350,195,3299000,Kolkata,5
7042,3 Series,BMW,Diesel,21973,1995,Automatic,22.69,5,White,190,Disc,Disc,1429,1811,4824,,230,1349000,Kolkata,7
7043,Alto 800,Maruti,Petrol,15624,796,Manual,24.7,5,Grey,47.3,Disc,Drum,1475,1490,3430,1185,140,285000,Kolkata,3
7044,Verna,Hyundai,Petrol,42000,1591,Manual,17.01,5,Grey,121.3,Disc,Drum,1475,1700,4375,,196,425000,Kolkata,7
7045,Duster,Renault,Diesel,25000,1461,Manual,20.45,5,Grey,83.8,Ventilated Disc,Drum,1695,1822,4315,1758,,425000,Kolkata,6
7046,Ritz,Maruti,Petrol,35000,1197,Manual,18.5,5,Grey,85.8,Ventilated Disc,Drum,1620,1680,3775,1430,156,190000,Kolkata,9
7047,Vento,Volkswagen,Petrol,22000,1598,Manual,16.09,5,Golden,103.5,Ventilated Disc,Drum,1467,1699,4390,1680,185,725000,Kolkata,3
7048,Fortuner,Toyota,Diesel,123000,2982,Manual,13,7,White,168.5,Ventilated Disc,Drum,1850,1840,4705,2505,176,1750000,Kolkata,5
7049,Wagon R Stingray,Maruti,Petrol,42000,998,Manual,20.51,5,Silver,67.04,Ventilated Disc,Drum,1670,1475,3636,1350,150,345000,Kolkata,7
7050,Xcent,Hyundai,Petrol,55000,1197,Manual,19.1,5,Silver,82,Disc,Drum,1520,1660,3995,,172,390000,Kolkata,6
7051,Figo Aspire,Ford,Diesel,43000,1498,Manual,25.83,5,Silver,99,Ventilated Disc,Drum,1525,1695,3995,,170,450000,Kolkata,6
7052,Compass,Jeep,Petrol,38000,1368,Automatic,14.1,5,Red,160.7,Disc,Disc,1640,1818,4395,,186,1450000,Kolkata,3
7053,Superb,Skoda,Petrol,45000,1798,Automatic,13.7,5,White,157.7,Disc,Disc,1482,1817,4833,2091,205,470000,Kolkata,9
7054,Ecosport,Ford,Petrol,35000,1496,Manual,15.9,5,Brown,120.6,Ventilated Disc,Drum,1647,1765,3998,1660,,540000,Kolkata,4
7055,Polo,Volkswagen,Petrol,36796,1199,Manual,16.2,5,White,74,Disc,Drum,1469,1682,3971,1500,165,499000,Kolkata,3
7056,Pajero,Mitsubishi,Diesel,85000,2477,Manual,13.5,7,White,175.5,Ventilated Disc,Ventilated Drum,1840,1815,4695,2650,190,1490000,Kolkata,3
7057,i20,Hyundai,Petrol,20000,1197,Manual,18.6,5,White,81.83,Disc,Drum,1505,1734,3985,,170,685000,Kolkata,3
7058,Fabia,Skoda,Petrol,78000,1390,Manual,14.7,5,Black,85,Ventilated Disc,Drum,1513,1642,3992,1640,174,145000,Kolkata,13
7059,Vento,Volkswagen,Diesel,34000,1598,Manual,20.54,5,White,103.6,Disc,Drum,1466,1699,4384,1760,186,255000,Kolkata,9
7060,City,Honda,Petrol,13467,1497,Automatic,18,5,White,117.6,Ventilated Disc,Drum,1495,1695,4440,1482,178,875000,Kolkata,4
7061,Xcent,Hyundai,Petrol,55000,1197,Manual,19.1,5,Silver,82,Disc,Drum,1520,1660,3995,,172,390000,Kolkata,6
7062,Figo Aspire,Ford,Diesel,43000,1498,Manual,25.83,5,Silver,99,Ventilated Disc,Drum,1525,1695,3995,,170,450000,Kolkata,6
7063,Compass,Jeep,Petrol,38000,1368,Automatic,14.1,5,Red,160.7,Disc,Disc,1640,1818,4395,,186,1450000,Kolkata,3
7064,Superb,Skoda,Petrol,45000,1798,Automatic,13.7,5,White,157.7,Disc,Disc,1482,1817,4833,2091,205,470000,Kolkata,9
7065,Ecosport,Ford,Petrol,35000,1496,Manual,15.9,5,Brown,120.6,Ventilated Disc,Drum,1647,1765,3998,1660,,540000,Kolkata,4
7066,Polo,Volkswagen,Petrol,36796,1199,Manual,16.2,5,White,74,Disc,Drum,1469,1682,3971,1500,165,499000,Kolkata,3
7067,Pajero,Mitsubishi,Diesel,85000,2477,Manual,13.5,7,White,175.5,Ventilated Disc,Ventilated Drum,1840,1815,4695,2650,190,1490000,Kolkata,3
7068,i20,Hyundai,Petrol,20000,1197,Manual,18.6,5,White,81.83,Disc,Drum,1505,1734,3985,,170,685000,Kolkata,3
7069,Fabia,Skoda,Petrol,78000,1390,Manual,14.7,5,Black,85,Ventilated Disc,Drum,1513,1642,3992,1640,174,145000,Kolkata,13
7070,Vento,Volkswagen,Diesel,34000,1598,Manual,20.54,5,White,103.6,Disc,Drum,1466,1699,4384,1760,186,255000,Kolkata,9
7071,City,Honda,Petrol,13467,1497,Automatic,18,5,White,117.6,Ventilated Disc,Drum,1495,1695,4440,1482,178,875000,Kolkata,4
7072,Grand i10,Hyundai,Petrol,34000,1197,Manual,18.9,5,Wine Red,82,Disc,Drum,1520,1660,3765,,165,415000,Kolkata,4
7073,i10,Hyundai,Petrol,36000,1197,Manual,20.36,5,Red,78.9,Ventilated Disc,Drum,1550,1595,3585,,,275000,Kolkata,9
7074,Polo,Volkswagen,Petrol,26000,1199,Manual,16.2,5,Blue,74,Disc,Drum,1469,1682,3971,1500,165,354000,Kolkata,7
7075,SX4 S Cross,Maruti,Diesel,40000,1598,Manual,22.7,5,Blue,118,Ventilated Disc,Disc,1590,1765,4300,1740,180,625000,Kolkata,5
7076,Swift,Maruti,Petrol,435000,1197,Manual,22,5,White,81.8,Disc,Drum,1530,1735,3840,1315,,434000,Kolkata,4
7077,i10,Hyundai,Petrol,35000,1197,Manual,20.36,5,Grey,78.9,Ventilated Disc,Drum,1550,1595,3585,,,230000,Kolkata,8
7078,Amaze,Honda,Petrol,48000,1198,Manual,18,5,Golden Brown,86.7,Disc,Drum,1505,1680,3990,,160,335000,Kolkata,6
7079,i20,Hyundai,Petrol,17000,1197,Manual,18.6,5,Black,81.83,Disc,Drum,1505,1734,3985,,170,449000,Kolkata,5
7080,Esteem,Maruti,Petrol,70000,1298,Manual,15.9,5,Brown,,,,,,,,,89111,Kolkata,15
7081,Fabia,Skoda,Petrol,78000,1390,Manual,14.7,5,Black,85,Ventilated Disc,Drum,1513,1642,3992,1640,174,145000,Kolkata,13
7082,Vento,Volkswagen,Diesel,34000,1598,Manual,20.54,5,White,103.6,Disc,Drum,1466,1699,4384,1760,186,255000,Kolkata,9
7083,Swift Dzire,Maruti,Diesel,51000,1248,Manual,26.59,5,Silver,74,Ventilated Disc,Drum,1555,1695,3995,1505,169,450000,Kolkata,6
7084,Rover Range Rover Evoque,Land,Diesel,14000,1999,Automatic,15.68,5,Red,177,Disc,Disc,1635,2120,4360,2350,195,4675000,Kolkata,2
7085,3 Series GT,BMW,Diesel,12100,1995,Automatic,21.76,5,Blue,188,Disc,Disc,1508,1828,4824,,226,3450000,Kolkata,3
7086,Verna,Hyundai,Petrol,20000,1591,Manual,17.01,5,Maroon,121.3,Disc,Drum,1475,1700,4375,,196,625000,Kolkata,5
7087,Jazz,Honda,Petrol,31938,1199,Manual,18.7,5,Golden Brown,88.7,Disc,Drum,1544,1694,3955,,172,480000,Kolkata,5
7088,Polo,Volkswagen,Petrol,56960,1199,Manual,16.2,5,Grey,74,Disc,Drum,1469,1682,3971,1500,165,455000,Kolkata,5
7089,Ciaz,Maruti,Petrol,14000,1462,Manual,20.65,5,Brown,103.2,Ventilated Disc,Drum,1485,1730,4490,1520,,875000,Kolkata,2
7090,Grand i10,Hyundai,Petrol,32000,1197,Manual,18.9,5,Grey,82,Disc,Drum,1520,1660,3765,,165,345000,Kolkata,7
7091,Ecosport,Ford,Diesel,60000,1498,Manual,22.7,5,Orange,89.84,Ventilated Disc,Drum,1708,1765,3999,1740,182,410000,Kolkata,7
7092,BR-V,Honda,Petrol,34000,1497,Automatic,15.4,7,Grey,117.3,Disc,Drum,1666,1735,4453,,,725000,Kolkata,5
7093,Ameo,Volkswagen,Petrol,36000,1198,Manual,17,5,Blue,73.75,Disc,Drum,1483,1682,3995,,,439000,Kolkata,5
7094,BR-V,Honda,Diesel,21000,1498,Manual,21.9,7,White,98.6,Disc,Drum,1666,1735,4453,,,765000,Kolkata,5
7095,i20,Hyundai,Petrol,34000,1197,Manual,18.6,5,White,81.83,Disc,Drum,1505,1734,3985,,170,521000,Kolkata,4
7096,i20,Hyundai,Petrol,35000,1197,Manual,18.6,5,White,81.83,Disc,Drum,1505,1734,3985,,170,521000,Kolkata,4
7097,City,Honda,Petrol,34295,1497,Manual,17.4,5,Maroon,117.3,Disc,Drum,1495,1695,4440,,195,560000,Kolkata,6
7098,Vento,Volkswagen,Diesel,42000,1498,Automatic,21.21,5,White,103.2,Disc,Drum,1466,1699,4384,1770,186,499000,Kolkata,6
7099,Etios,Toyota,Diesel,38000,1364,Manual,23.59,5,White,67.04,Ventilated Disc,Drum,1510,1695,4369,,170,650000,Kolkata,4
7100,Swift Dzire,Maruti,Diesel,52188,1248,Manual,28.4,5,Blue,74.02,Disc,Drum,1515,1735,3995,1405,,530000,Kolkata,5
7101,i10,Hyundai,Petrol,40000,1197,Manual,20.36,5,Red,78.9,Ventilated Disc,Drum,1550,1595,3585,,,205000,Kolkata,10
7102,Enjoy,Chevrolet,Petrol,13000,1399,Manual,13.7,8,Grey,98.82,Disc,Drum,1750,1680,4305,1910,,325000,Kolkata,8
7103,City,Honda,Petrol,49000,1497,Automatic,15.6,5,Silver,116.3,Disc,Drum,1485,1695,4440,,,340000,Kolkata,10
7104,Amaze,Honda,Diesel,70000,1498,Manual,25.8,5,Brown,98.6,Disc,Drum,1505,1680,3990,,170,425000,Kolkata,5
7105,i20 Active,Hyundai,Diesel,25225,1396,Manual,21.19,5,Silver,88.76,Disc,Drum,1555,1760,3995,,,525000,Kolkata,6
7106,Ignis,Maruti,Petrol,24000,1197,Automatic,20.89,5,Silver,81.8,Disc,Drum,1595,1690,3700,,,399000,Kolkata,4
7107,3 Series,BMW,Diesel,29000,1995,Automatic,18.88,5,White,184,Disc,Disc,1429,2031,4624,,235,2075000,Kolkata,6
7108,i20,Hyundai,Petrol,27941,1197,Manual,18.6,5,White,81.83,Disc,Drum,1505,1734,3985,,170,525000,Kolkata,4
7109,Brio,Honda,Petrol,28570,1198,Manual,19.4,5,Grey,86.8,Disc,Drum,1500,1680,3610,,,265000,Kolkata,9
7110,Verna,Hyundai,Diesel,31000,1396,Manual,24.8,5,Black,88.7,Disc,Drum,1475,1700,4375,,162,450000,Kolkata,6
